"";"PK_CAD";"TIPO_CLI";"TIPO_FAB";"TIPO_FOR";"TIPO_TRA";"TIPO_SERV";"TIPO_OUT";"RAZAO_SOCIAL";"FANTASIA";"CNPJ";"CPF";"INSC_EST";"INSC_MUM";"ENDERECO";"BAIRRO";"FK_CID";"CEP";"ENDE_COB";"BAIRRO_COB";"FK_CID_COB";"CEP_COB";"FONE1";"FONE2";"FAX";"HOMEPAGE";"FK_RAM";"LIMCREDITO";"OBSERVACAO";"FK_CADTRA";"FK_CPG";"TIPO_FRETE";"CREDITO_BLOQUEADO";"INATIVO";"FK_CPGREP";"FK_CADTRAREP";"TIPO_FRETE_REP";"CONS_INDUSTRIA";"DATA_CAD";"FK_USUCAD";"DATA_CAP_SOCIAL";"VLR_CAP_SOCIAL";"QTD_PROTESTOS";"QTD_CHQ_DEVOL";"OBSERV_CRED";"CONCEITO_CRED";"CONTATO_BANCO";"PER_ANA_CRED";"DT_ULT_AVALIACAO";"MATERIAL_COMPRA";"PERC_MAT_ESTOQUE";"PERC_MAT_ESPECIAL";"MOTIVO_RECADASTRO";"VAL_SOLIC_COMPRA";"FK_TPG";"DT_LIBFIN";"FK_USULIB";"AUDITVENDA";"ISENTOICMS";"MESESPRECO";"ISUF";"MALADIRETA";"FK_NAT";"OBS_LEGAL";"OBS_VENDA";"DDENTREGA";"FK_USUAVAL";"BLOQFATIPI";"SIMPLES";"SEMCOMPRA";"SEMCPR12";"IPI_PRIM";"CREDBLOQ";"FK_CAD_NOVO";"GERA_IPI";"DTRECCAD";"DTSOLCOMPL";"DTRECCOMPL";"DTTERMPROC";"AC_BLOQ";"AC_DEP";"FK_BCOCOB";"NAOAGRUPABLQ";"IMPRIME_FAB_ETIQ";"IMPRIME_DATAFAB_ETIQ";"FK_SUB";"FATUR_MINIMO";"MARKUP_MAODEOBRA";"MARKUP_MATPRIMA";"INTEGRACAO_XML";"REGIME_TRIBUTARIO";"INDUSTRIA_REVENDA";"TOLERANCIA_ANTECIPACAO";"TOLERANCIA_ATRASO";"NAOCONTRIBUINTE";"DIA_SEMANA_MRP";"OBS_PADRAO_OC";"REAJUSTE_LME";"REAJUSTE_DOLAR";"PERC_GATILHO";"REAJUSTE_CUSTO";"FREQUENCIA";"OBSERVACAO_REAJUSTE";"PLACA_PADRAO";"PLACA_PADRAO_UF";"TIPO_REAJUSTE_CABOS";"TIPO_REAJUSTE_OUTROS";"PERC_QTD_NFR_OC";"OBRIGAR_NFSE";"INCOTERM";"BANK_INFORMATION";"INVOICE_PAGTO_ANTECIP";"FK_MOE";"PRAZO_PAGAMENTO_PADRAO";"FOLLOWUP_AUTOMATICO";"CONSIDERA_PV_FLUXO_CAIXA";"DIA_SEMANA_VENCTO";"DIA_MES_VENCTO1";"DIA_MES_VENCTO2";"DIA_MES_VENCTO3";"FK_MAQ_PREFERENCIAL";"FK_NATCONSUMO"
20;120.0;" ";"S";"S";" ";" ";" ";"HELLERMANN TYTON LTDA.";"HELLERMANN";"62.895.792/0001-67";"";"407401157112";"";"AV. JOSE BENASSI, 100";"PARQUE INDUSTRIAL";157.0;"13213085";"";"";"";"";"(11) 4815.9000";"(11) 4815.9040";"(11) 4815.9030";"";1.0;3000.0;"BRADESCO 
AG: 3367-7 
C/C:130399-6
CNPJ: 62.895.792/0001-67
LESLIHELLERMANN
SANTANDER
AG: 4789C/C: 130005124";585.0;2.0;"F";"N";" ";2.0;585.0;"F";" ";"2003-08-20 00:00:00.000";1.0;"";0.0;0.0;0.0;"";" ";"";0.0;"";"";0.0;0.0;"";0.0;4.0;"";"";"N";"N";0.0;"";"N";83.0;"";"";0.0;"";"N";"N";"N";"N";"N";"N";"";"S";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"I";3;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
21;129.0;" ";"S";"S";" ";" ";" ";"PRODUTOS ELETRONICOS METALTEX LTDA";"METALTEX";"60.864.428/0001-04";"";"104009699118";"";"RUA JOSE RAFAELLI , 221";"SOCORRO";36.0;"04763280";"";"";"";"";"(051) 3362-3652";"(11) 5683-5700";"(11) 5683-5700";"www.metaltex.com.br";1.0;10000.0;"Faturamento min. R$ 600,00";531.0;6.0;"F";" ";" ";"";"";" ";" ";"2003-10-03 00:00:00.000";1.0;"";0.0;0.0;0.0;"";" ";"";0.0;"";"";0.0;0.0;"";0.0;4.0;"";"";"N";"N";0.0;"";"N";83.0;"";"";0.0;"";"N";"N";"N";"N";"S";"N";"";"S";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";3;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
22;147.0;" ";"S";"S";" ";" ";" ";"BM ELETRO-ELETRONICA LTDA";"BM";"91.981.027/0001-68";"";"0960978046";"";"RUA BUARQUE DE MACEDO, 175";"SAO GERALDO";1.0;"90230250";"";"";"";"";"(51) 3406.4400";"";"(51) 3346.2346";"";1.0;0.0;"BanrisulAg.:0080c/c. 06025151-0.4CNPJ.: 91.981.027/0001-68

caroline@bmeletro.com.br";993.0;2.0;"F";" ";" ";"";"";" ";" ";"2003-12-18 00:00:00.000";1.0;"";0.0;0.0;0.0;"";" ";"";0.0;"";"";0.0;0.0;"";0.0;3.0;"";"";"N";"N";0.0;"";"N";172.0;"";"";0.0;"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";50.0;"";"";"N";"";"I";2;1.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
23;162.0;" ";" ";"S";" ";" ";" ";"FERREIRA E ALVES COM DO PAPEL LTDA";"ARMAZEM DO PAPEL";"05.815.942/0001-41";"";"0580111440";"";"RUA ESPIRITO SANTO, 24";"PQ.35";10.0;"92500000";"";"";"";"";"(51) 30554435";"";"(51) 30554435";"";2.0;1000.0;"BANRISULAG: 0219C/C: 068529850-4FERREIRA E ALVES COM. DO PAPEL LTDA";"";19.0;" ";" ";" ";"";"";" ";" ";"2004-02-06 00:00:00.000";1.0;"";0.0;0.0;0.0;"";" ";"";0.0;"";"";0.0;0.0;"";0.0;3.0;"";"";"N";"N";0.0;"";"N";80.0;"";"";0.0;"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
24;167.0;" ";"S";"S";" ";" ";" ";"FERRAMENTAS GERAIS COM. IMP. S/A";"FERRAMENTAS GERAIS FG";"92.664.028/0026-08";"";"1590149219";"";"RUA: RS 118, 9393 PAVILHAO A";"";69.0;"94425600";"";"";"";"";"(51) 3358.1077";"(51) 3358-1097 FISCA";"(51) 3358.1152";"augusto.gonzaga@fg.com.br";2.0;40.0;"B. DO BRASIL
AG.: 3168-2
C.C.: 51441-1
DEPÓSITO IDENTIFICADO
CNPJ: 92.664.028/0026-08";993.0;2.0;"C";"N";" ";"";"";" ";" ";"";1.0;"";0.0;0.0;0.0;"";" ";"";0.0;"";"";0.0;0.0;"";0.0;4.0;"";"";"N";"N";0.0;"";"N";80.0;"";"";0.0;"";"N";"N";"N";"N";"N";"N";"";"S";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;1.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
25;185.0;" ";" ";"S";" ";" ";" ";"LOJAS COLOMBO SA COM DE UTILID DOMESTICA";"COLOMBO";"89.848.543/0071-80";"";"058/0026140";"";"RUA:SAO JOSE,";"CENTRO";10.0;"92500000";"";"";"";"";"(51) 3480.2210";"";"";"";2.0;1.0;"";"";"";" ";" ";" ";"";"";" ";" ";"2004-07-07 00:00:00.000";1.0;"";0.0;0.0;0.0;"";" ";"";0.0;"";"";0.0;0.0;"";0.0;"";"";"";"N";"N";0.0;"";"N";80.0;"";"";0.0;"";"N";"N";"N";"N";"N";"N";"";"N";"";"";"";"";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
26;193.0;" ";"S";"S";" ";" ";" ";"HUMMEL CONNECTOR SYSTEMS LTDA.";"HUMMEL";"03.895.419/0001-47";"";"687159331115";"";"RUA: DERVILLE GABRIEL PEREIRA, 280";"BARRO PRETO CENTRO EMPRESARIAL";184.0;"18280614";"RUA: DERVILLE GABRIEL PEREIRA, 280";"BARRO PRETO CENTRO EMPRESARIAL";184.0;"18280614";"(15) 3322 7018";"";"(15) 3322-7026";"";1.0;0.0;"HUMMEL CONNECTOR SYSTEMS LTDA
CNPJ: 03.895.419/0001-47
 
Banco Bradesco
AG: 0284-4
CC: 73306-7
 
Banco Itaú
AG: 0212
CC: 00054-1
 
";585.0;2.0;"F";" ";" ";1.0;"";" ";" ";"2004-08-17 00:00:00.000";1.0;"";0.0;0.0;0.0;"";" ";"";0.0;"";"";0.0;0.0;"";0.0;4.0;"";"";"N";"N";0.0;"";"N";83.0;"";"";0.0;"";"N";"N";"N";"N";"N";"N";"";"S";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";86.0;"";"";"";"N";"";"";3;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
27;200.0;" ";"S";"S";" ";" ";" ";"EMICOL  ELETRO ELETRONICA SA.";"EMICOL";"61.685.723/0001-66";"";"387.025.787.118";"";"MARGINAL EMICOL S/N A KM 22,5 DA ROD AC";"JARDIM EMICOL";100.0;"13312902";"";"";"";"";"11-40249896";"";"11-40241885";"";"";1000.0;"";377.0;2.0;"F";" ";" ";"";"";" ";" ";"2004-10-14 00:00:00.000";1.0;"";0.0;0.0;0.0;"";" ";"";0.0;"";"";0.0;0.0;"";0.0;4.0;"";"";"N";"N";0.0;"";"N";83.0;"";"";0.0;"";"N";"N";"N";"N";"N";"N";"";"S";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
28;204.0;" ";"S";"S";" ";" ";" ";"ARTELETRICA ARTEFATOS ELETRICOS LTDA";"ARTELETRICA";"63.917.637/0001-67";"";"112830811117";"";"RUA SEBASTIAO AZEVEDO , 203";"VILA DAS BELEZAS";36.0;"05777150";"";"";"";"";"11-5819-1462";"";"";"";1.0;0.0;"BANCO ITAU
AG: 0568
C/C: 28718-9
CNPJ: 63.917.637/0001-67";585.0;2.0;"F";" ";" ";2.0;585.0;"F";" ";"2004-11-25 00:00:00.000";1.0;"";0.0;0.0;0.0;"";" ";"";0.0;"";"";0.0;0.0;"";0.0;4.0;"";"";"N";"N";0.0;"";"N";83.0;"";"";0.0;"";"N";"N";"N";"N";"N";"N";"";"S";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";3;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";10.0;"S";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
29;209.0;" ";" ";"S";" ";" ";" ";"ALTEC COMERCIAL ELETRICA LTDA";"ALTEC";"01.298.634/0001-35";"";"096/2596566";"";"AV SÃO PEDRO, 1399";"SÃO GERALDO";1.0;"90230122";"";"";"";"";"(51) 33374555";"";"";"";2.0;0.0;"BANRISULAG: 0080CC: 060403600-9BANCO REALAG: 0304CC: 8719693-3";32.0;2.0;" ";" ";" ";"";"";" ";" ";"2005-02-14 00:00:00.000";1.0;"";0.0;0.0;0.0;"";" ";"";0.0;"";"";0.0;0.0;"";0.0;3.0;"";"";"N";"N";0.0;"";"N";80.0;"";"";0.0;"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
30;211.0;" ";"S";"S";" ";" ";" ";"SEMIKRON SEMICONDUTORES LTDA";"SEMIKRON";"33.020.355/0001-00";"";"255.021.447.111";"";"AV. INOCENCIO SERAFICO, 6300";"ALDEIA";104.0;"06366900";"";"";"";"";"(11) 4186-9500";"";"11-4186-3567";"http://www.semikron.com.br";1.0;0.0;"";377.0;2.0;"F";" ";" ";"";"";" ";" ";"2005-02-27 00:00:00.000";1.0;"";0.0;0.0;0.0;"";" ";"";0.0;"";"";0.0;0.0;"";0.0;4.0;"";"";"N";"N";0.0;"";"N";83.0;"";"";0.0;"";"N";"N";"N";"N";"N";"N";"";"S";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"I";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
31;214.0;" ";" ";"S";" ";" ";" ";"CABEX ELETRO ELETRONICA LTDA";"CABEX";"90.995.614/0001-43";"";"096/0917713";"";"RUA SAO CARLOS, 845, LOJA 9";"FLORESTA";1.0;"90220121";"RUA SAO CARLOS, 845, LOJA 9";"FLORESTA";1.0;"90220121";"(51) 3346.6755";"";"";"";2.0;690.0;"Contas para fazer depósito:

Banrisul — Agência 0045 | Conta corrente: 06.029.356.0-6
Bradesco — Agência 0325-5 | Conta Corrente: 44161-9";993.0;10.0;"F";"N";" ";"";"";" ";" ";"2005-03-25 00:00:00.000";1.0;"";0.0;0.0;0.0;"";" ";"";0.0;"";"";0.0;0.0;"";0.0;3.0;"2009-06-10 00:00:00.000";1.0;"N";"N";0.0;"";"N";80.0;"";"";0.0;"";"N";"N";"S";"S";"N";"N";"";"S";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"I";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
32;218.0;" ";"S";"S";" ";" ";" ";"FABRICA DE TRANCAS BRASIL LTDA";"FTB";"45.831.575/0001-94";"";"233/000066112";"";"ROD. SP 312 KM 79,5";"BARRINHA";142.0;"13315000";"ROD. SP 312 KM 79,5";"BARRINHA";142.0;"13315000";"11-45286000";"";"";"";1.0;0.0;"";995.0;2.0;"F";" ";" ";"";"";" ";" ";"2005-04-27 00:00:00.000";1.0;"";0.0;0.0;0.0;"";" ";"";0.0;"";"";0.0;0.0;"";0.0;4.0;"";"";"N";"N";0.0;"";"N";83.0;"";"";0.0;"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
33;226.0;" ";"S";"S";" ";" ";" ";"DUTOPLAST IND. COM. LTDA";"DUTOPLAST";"47.926.159/0001-03";"";"109.693.091.118";"";"RUA SAO TEODORO, 862";"ITAQUERA";36.0;"08290000";"";"";"";"";"51-3361-2399";"COL.138418";"";"";1.0;5000.0;"BANCO DO BRASIL S/A
AG.:  3333-2
CC.:  2254-3
CNPJ: 47.926.159/0001-03
Dutoplast do Brasil Ind de Plást Ltda";585.0;3.0;"F";" ";" ";"";585.0;" ";" ";"2005-05-24 00:00:00.000";1.0;"";0.0;0.0;0.0;"";" ";"";0.0;"";"";0.0;0.0;"";0.0;4.0;"";"";"N";"N";0.0;"";"N";83.0;"";"";0.0;"";"N";"N";"N";"N";"N";"N";"";"S";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";500.0;"";"";"N";"";"I";3;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
34;227.0;"S";"S";"S";" ";"S";" ";"BLUTRAFOS BLUMENAU TRANSFORMADORES LTDA.";"";"81.317.208/0001-30";"";"251.848.051";"35.517";"RUA FREDERICO JENSEN, Nº 2300";"ITOUPAVAZINHA";51.0;"89066301";"RUA FREDERICO JENSEN, Nº 2300";"ITOUPAVAZINHA";51.0;"89066301";"(47) 3036-3000";"";"(47) 3036-3000";"";1.0;1000.0;"BANCO DO BRASIL: 
AG:3420-7
C/C: 216178-8
CNPJ: 81.317.208/0001-30
BRADESCO
AG: 0333-6  C/C: 106852-0";561.0;2.0;"F";" ";" ";1.0;"";" ";" ";"2005-05-30 00:00:00.000";1.0;"";0.0;0.0;0.0;"";" ";"";0.0;"";"";0.0;0.0;"";0.0;3.0;"";"";"N";"N";0.0;"";"N";83.0;"";"";0.0;"";"N";"N";"S";"S";"N";"N";"";"S";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
35;228.0;" ";"S";"S";" ";" ";" ";"SOMARX TECNOLOGIA COMERCIAL LTDA.";"SOMARX";"04.995.525/0001-65";"";"116.358.062.110";"";"ITABAPOANA, Nº 290";"VILA ISA";36.0;"04689050";"ITABAPOANA, 290";"VILA ISA";36.0;"04689050";"(11) 5631.8028";"";"(11) 5631.2855";"www.somarx.com.br";"";2000.0;"";995.0;2.0;"F";" ";" ";"";"";" ";" ";"2005-05-31 00:00:00.000";1.0;"";0.0;0.0;0.0;"";" ";"";0.0;"";"";0.0;0.0;"";0.0;4.0;"";"";"N";"N";0.0;"";"N";41.0;"";"";0.0;"";"N";"N";"N";"N";"N";"N";"";"S";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
36;231.0;" ";"S";"S";" ";" ";" ";"MULTTAPE  FITAS E ABRASIVOS";"IMPORTADORA BRANCO";"04.185.585/0001-12";"";"096/2849693";"";"AV FRANCISCO SILVEIRA BITENCOURT, 1369";"SARANDI";94.0;"91150010";"AV FRANCISCO SILVEIRA BITENCOURT, 1369";"SARANDI";94.0;"91150010";"(51) 3371-8500";"";"";"";2.0;0.0;"Banco ItaúAg 0328cc 55668-3";32.0;2.0;"F";" ";" ";"";"";" ";" ";"2005-06-20 00:00:00.000";1.0;"";0.0;0.0;0.0;"";" ";"";0.0;"";"";0.0;0.0;"";0.0;4.0;"";"";"N";"N";0.0;"";"N";80.0;"";"";0.0;"";"N";"N";"S";"S";"N";"N";"";"S";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;1.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
37;232.0;"S";"S";" ";" ";" ";" ";"LOGMASTER TECNOLOGIA LTDA";"LOGMASTER - UPS - SIGRANE";"03.035.204/0001-56";"";"096/2741825";"";"SANTOS PEDROSO, 237";"NAVEGANTES";94.0;"90240180";"";"";"";"";"2104.9005 / 337.8580";"(51) 2104.9005";"3337.9724";"";"";1500.0;"RECEBIMENTO ATÉ 17:30.NFS com valor apartir de R$ 1500 o frete é por nosso conta";2.0;3.0;"C";"N";"N";"";"";" ";"I";"2005-06-28 00:00:00.000";1.0;"";0.0;0.0;0.0;"";" ";"";0.0;"";"";0.0;0.0;"";0.0;4.0;"2010-11-03 00:00:00.000";10.0;"N";"N";0.0;"";"N";242.0;"DEC. 37.699/97 DO RICMS/RS LIVRO III, ART.1 A, INC.XV, APEND.XIII, ITENS XXXII E XXXIII";"";0.0;"";"N";"N";"N";"N";"N";"N";"";"S";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"S";"";"";"";"";"";""
38;1899.0;"N";"S";"N";"N";"N";"N";"SCHNEIDER ELECTRIC BRASIL LTDA";"TELEMECANIQUE";"82.743.287/0035-53";"";"241029868119";"";"AV.RIBEIRAO DOS CRISTAIS G PRETO 20 -EMP.PAINEIR";"";275.0;"07775240";"AV.RIBEIRAO DOS CRISTAIS G PRETO 20 -EMP.PAINEIR";"";275.0;"07775240";"";"";"";"";"";"";"";"";5.0;"F";"N";"N";"";"";"";"";"2018-01-05 12:54:26.401";161.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";1.0;10.0;20.0;"";""
39;235.0;" ";"S";"S";" ";" ";" ";"STECK INDUSTRIA ELETRICA LTDA";"STECK";"05.890.658/0002-10";"";"149885489113";"36974919";"AV. CONDESSA ELIZABETH ROBIANO, 320, BOX H";"PARQUE SAO JORGE";36.0;"03074000";"AV. CONDESSA ELIZABETH ROBIANO, 320, BOX H";"PARQUE SAO JORGE";36.0;"03074000";"(11) 2248.7000";"";"";"";1.0;1000.0;"BANCO BRADESCO
AG.: 2372-8  C/C:47673-0
05.890.658/0001-30";585.0;16.0;"F";"N";" ";2.0;585.0;"F";" ";"2005-07-22 00:00:00.000";1.0;"";0.0;0.0;0.0;"";" ";"";0.0;"";"";0.0;0.0;"";0.0;3.0;"";"";"N";"N";0.0;"";"N";83.0;"";"";0.0;"";"N";"N";"N";"N";"N";"N";"";"S";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";700.0;"";"";"N";"";"";3;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
40;236.0;" ";" ";"S";" ";" ";" ";"ZAMPIERON E DALACORTE LTDA";"SEVERO ROTH";"92.783.927/0001-63";"";"096/0003088";"";"AV. ALBERTO BINS, 468/472";"CENTRO";1.0;"90030140";"";"";"";"";"(51) 3226.7322";"";"";"";2.0;0.0;"BANCARIOS 
BANRISUL
AG:0041
C/C: 0605958600";32.0;1.0;"F";" ";" ";"";"";" ";" ";"2005-07-27 00:00:00.000";1.0;"";0.0;0.0;0.0;"";" ";"";0.0;"";"";0.0;0.0;"";0.0;1.0;"";"";"N";"N";0.0;"";"N";80.0;"";"";0.0;"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;1.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
41;237.0;" ";"S";"S";" ";" ";" ";"SECCON INDUSTRIA COMERCIO LTDA";"SECCON";"04.506.658/0001-20";"";"116169056118";"";"DR. NOGUEIRA MARTINS, 710";"SAÚDE";36.0;"04143020";"";"";"";"";"(11) 5583.5583";"";"(11) 55848840";"";2.0;6000.0;"ITAU
AG:6420
C/C:04939-4
CNPJ: 04.506.658/0001-20
";460.0;149.0;"F";"N";" ";149.0;"";"F";" ";"2005-08-01 00:00:00.000";1.0;"";0.0;0.0;0.0;"";" ";"";0.0;"";"";0.0;0.0;"";0.0;4.0;"";"";"N";"N";0.0;"";"N";83.0;"";"";0.0;"";"N";"N";"N";"N";"N";"N";"";"S";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";81.0;"";"";"";"N";"";"D";3;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
42;1701.0;"N";"N";"S";"N";"N";"N";"JMX IPORTAÇÃO E COMERCIO LTDA - ME";"LOJA MUNDI";"20.532.709/0001-45";"";"106068245";"";"RUA 9, 19";"BOSQUE II";132.0;"73802245";"RUA 9, 19";"BOSQUE II";132.0;"73802245";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2017-03-27 14:47:35.096";52.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
